outage_id,start_utc,end_utc,asset_id,asset_name,asset_type,voltage_kv,capacity_mw,planned_or_forced,bidding_zone,control_area,source,raw_payload
manual:fennoskan_2024-11-29,2024-11-29T00:00:00Z,2024-12-01T23:00:00Z,,"Fenno-Skan PTC (planned, IVA-handled)",hvdc,400.0,800.0,planned,FI,FI,manual,{}
